isal20;rilr20;42.65734;38.853504;bst.py;12;59;bst.py;8;65;bst.py;140;148;bst.py;88;95;
isal20;rilr21;42.65734;38.853504;bst.py;12;59;bst.py;8;65;bst.py;140;148;bst.py;88;95;
